hour_of_day,day,row,col,demand
14,5,3,5,56
14,5,3,6,50
14,5,3,7,6
14,5,4,0,0
14,5,4,2,0
14,5,4,4,27
14,5,5,1,0
14,5,5,2,4
14,5,5,6,6
14,5,5,7,13
14,5,6,2,4
14,5,6,3,4
14,5,6,4,23
14,5,6,5,6
14,5,6,6,10
14,5,7,0,0
14,5,7,1,0
14,5,7,3,0
14,5,7,5,13
14,5,7,7,23
15,5,0,0,6
15,5,0,1,10
15,5,0,3,46
15,5,0,4,46
15,5,0,5,29
15,5,0,6,66
15,5,1,0,0
15,5,1,1,0
15,5,1,3,203
15,5,1,4,13
15,5,1,5,40
15,5,1,6,29
15,5,1,7,54
15,5,2,0,4
15,5,2,2,40
15,5,2,4,50
15,5,2,5,50
15,5,2,7,29
15,5,3,0,0
15,5,3,1,13
15,5,3,2,0
15,5,3,4,43
15,5,3,6,54
15,5,3,7,17
15,5,4,0,4
15,5,4,4,27
15,5,4,6,20
15,5,4,7,27
15,5,5,0,0
15,5,5,1,10
15,5,5,2,0
15,5,5,3,0
15,5,5,5,40
15,5,6,0,0
15,5,6,2,4
15,5,6,3,4
15,5,6,4,4
15,5,6,6,4
15,5,7,0,0
15,5,7,1,0
15,5,7,2,0
15,5,7,3,6
15,5,7,4,13
15,5,7,5,17
15,5,7,6,6
16,5,0,4,54
16,5,0,5,27
16,5,0,6,33
16,5,1,2,17
16,5,1,3,70
16,5,1,7,27
16,5,2,0,0
16,5,2,1,0
16,5,2,4,10
16,5,2,5,56
16,5,3,0,0
16,5,3,1,6
16,5,3,2,0
16,5,3,5,46
16,5,4,0,4
16,5,4,1,6
16,5,4,3,50
16,5,4,4,37
16,5,4,5,17
16,5,4,6,20
16,5,4,7,43
16,5,5,1,6
16,5,5,2,4
16,5,5,5,6
16,5,5,6,6
16,5,5,7,17
16,5,6,0,0
16,5,6,1,0
16,5,6,2,0
16,5,6,3,0
16,5,6,5,4
16,5,6,6,10
16,5,7,0,0
16,5,7,1,0
16,5,7,2,0
16,5,7,3,0
16,5,7,4,0
17,5,0,2,21
17,5,1,0,0
17,5,1,1,0
17,5,1,2,13
17,5,1,5,17
17,5,2,1,0
17,5,2,3,35
17,5,2,5,46
17,5,2,6,35
17,5,2,7,31
17,5,3,0,0
17,5,3,1,7
17,5,3,2,11
17,5,3,3,11
17,5,3,4,28
17,5,3,5,46
17,5,3,6,42
17,5,3,7,28
17,5,4,3,46
17,5,4,4,42
17,5,4,6,11
17,5,4,7,24
17,5,5,0,0
17,5,5,1,7
17,5,5,3,11
17,5,6,1,0
17,5,6,3,4
17,5,6,4,11
17,5,6,5,4
17,5,6,7,24
17,5,7,7,11
18,5,0,1,0
18,5,0,2,24
18,5,0,3,21
18,5,0,5,39
18,5,0,6,21
18,5,1,0,0
18,5,1,1,0
18,5,1,3,63
18,5,1,4,13
18,5,1,5,59
18,5,1,6,28
18,5,2,0,0
18,5,2,1,0
18,5,2,2,11
18,5,2,4,39
18,5,2,6,21
18,5,2,7,24
18,5,3,3,13
18,5,3,4,52
18,5,3,7,28
18,5,4,0,11
18,5,4,1,4
18,5,4,7,31
18,5,5,1,4
18,5,5,2,0
18,5,5,3,48
18,5,5,5,35
18,5,5,6,13
18,5,6,0,0
18,5,6,2,4
18,5,6,4,0
18,5,6,5,4
18,5,6,6,7
18,5,7,0,0
18,5,7,2,0
18,5,7,3,4
18,5,7,4,4
19,5,0,0,0
19,5,0,2,21
19,5,0,3,4
19,5,0,4,7
19,5,0,5,4
19,5,0,7,4
19,5,1,0,0
19,5,1,1,4
19,5,1,2,17
19,5,1,5,7
19,5,1,6,7
19,5,1,7,21
19,5,2,0,7
19,5,2,6,11
19,5,2,7,7
19,5,3,0,0
19,5,3,1,4
19,5,3,4,11
19,5,3,5,17
19,5,3,6,13
19,5,3,7,7
19,5,4,0,0
19,5,4,2,0
19,5,4,4,4
19,5,4,6,0
19,5,4,7,24
19,5,5,1,0
19,5,5,7,4
19,5,6,0,0
19,5,6,2,0
19,5,6,3,0
19,5,6,5,0
19,5,6,6,4
19,5,6,7,4
19,5,7,0,0
19,5,7,2,0
19,5,7,4,0
19,5,7,5,4
19,5,7,7,0
20,5,0,0,13
20,5,0,2,31
20,5,0,3,0
20,5,0,4,0
20,5,0,6,4
20,5,0,7,0
20,5,1,2,7
20,5,1,5,0
20,5,1,7,0
20,5,2,0,0
20,5,2,4,17
20,5,2,5,0
20,5,2,6,11
20,5,3,0,0
20,5,3,1,4
20,5,3,2,4
20,5,3,5,21
20,5,3,6,7
20,5,3,7,0
20,5,4,0,0
20,5,4,4,4
20,5,4,5,13
20,5,4,7,0
20,5,5,1,0
20,5,5,2,0
20,5,5,3,0
20,5,5,5,4
20,5,6,0,0
20,5,6,2,11
20,5,6,3,0
20,5,6,4,0
20,5,6,7,4
20,5,7,0,0
20,5,7,1,0
20,5,7,3,0
20,5,7,6,0
21,5,0,0,0
21,5,0,1,0
21,5,0,3,0
21,5,0,4,11
21,5,0,5,0
21,5,1,1,0
21,5,1,2,0
21,5,1,3,0
21,5,1,6,4
21,5,1,7,4
21,5,2,1,0
21,5,2,2,7
21,5,2,3,0
21,5,2,4,13
21,5,2,5,11
21,5,2,6,4
21,5,2,7,0
21,5,3,0,0
21,5,3,2,0
21,5,3,4,0
21,5,3,5,0
21,5,3,7,0
21,5,4,0,0
21,5,4,1,0
21,5,4,2,0
21,5,4,4,4
21,5,4,6,0
21,5,5,3,0
21,5,5,4,0
21,5,5,6,4
21,5,5,7,0
21,5,6,1,0
21,5,6,2,0
21,5,6,3,0
21,5,6,5,11
21,5,6,7,0
21,5,7,0,0
21,5,7,3,0
21,5,7,4,0
21,5,7,5,0
21,5,7,6,0
21,5,7,7,0
22,5,0,0,0
22,5,0,5,0
22,5,0,6,0
22,5,0,7,0
22,5,1,1,0
22,5,1,3,0
22,5,1,6,0
22,5,1,7,0
22,5,2,2,0
22,5,2,3,4
22,5,2,5,11
22,5,2,7,0
22,5,3,2,0
22,5,3,4,0
22,5,3,7,0
22,5,4,0,0
22,5,4,1,0
22,5,4,3,4
22,5,4,4,0
22,5,4,5,13
22,5,5,0,0
22,5,5,1,0
22,5,5,2,0
22,5,5,6,0
22,5,5,7,0
22,5,6,0,0
22,5,6,1,0
22,5,6,2,0
22,5,6,3,4
22,5,6,4,0
22,5,6,5,0
22,5,7,3,0
22,5,7,5,0
22,5,7,6,0
22,5,7,7,0
23,5,0,0,0
23,5,0,2,0
23,5,0,4,0
23,5,1,0,0
23,5,1,2,4
23,5,1,5,7
23,5,1,6,4
23,5,2,0,0
23,5,2,3,0
23,5,2,4,7
23,5,2,5,4
23,5,2,6,4
23,5,3,2,0
23,5,3,3,7
23,5,3,6,0
23,5,4,2,4
23,5,4,3,7
23,5,4,6,0
23,5,4,7,0
23,5,5,0,0
23,5,5,2,0
23,5,5,3,0
23,5,5,4,0
23,5,5,5,0
23,5,5,6,0
23,5,5,7,0
23,5,6,0,0
23,5,6,4,0
23,5,6,6,0
23,5,7,0,0
23,5,7,2,0
23,5,7,3,0
23,5,7,4,0
23,5,7,5,0
0,6,0,0,0
0,6,0,2,11
0,6,0,4,0
0,6,0,5,4
0,6,0,6,0
0,6,1,2,4
0,6,1,3,0
0,6,1,4,0
0,6,1,5,24
0,6,2,1,0
0,6,2,2,0
0,6,2,3,7
0,6,2,4,0
0,6,2,5,0
0,6,2,6,0
0,6,2,7,0
0,6,3,0,0
0,6,3,1,0
0,6,3,4,0
0,6,3,7,0
0,6,4,1,0
0,6,4,2,0
0,6,4,3,0
0,6,4,4,13
0,6,4,5,7
0,6,4,6,0
0,6,4,7,11
0,6,5,0,0
0,6,5,2,4
0,6,5,3,4
0,6,5,5,4
0,6,5,6,0
0,6,5,7,0
0,6,6,1,0
0,6,6,2,0
0,6,6,3,0
0,6,6,6,0
0,6,7,2,0
0,6,7,4,0
0,6,7,6,4
1,6,0,0,13
1,6,0,2,31
1,6,0,4,17
1,6,0,6,35
1,6,1,1,4
1,6,1,3,87
1,6,1,5,4
1,6,1,6,7
1,6,1,7,13
1,6,2,2,21
1,6,2,3,94
1,6,2,4,13
1,6,2,5,28
1,6,2,6,17
1,6,2,7,56
1,6,3,3,251
1,6,3,7,21
1,6,4,0,0
1,6,4,1,0
1,6,4,3,7
1,6,4,7,28
1,6,5,0,0
1,6,5,2,0
1,6,5,3,87
1,6,5,4,7
1,6,5,7,13
1,6,6,0,0
1,6,6,1,0
1,6,6,4,4
1,6,6,5,17
1,6,6,7,0
1,6,7,0,0
1,6,7,3,0
1,6,7,4,7
1,6,7,5,4
1,6,7,7,0
2,6,0,1,0
2,6,0,5,70
2,6,0,6,56
2,6,0,7,240
2,6,1,2,109
2,6,1,3,320
2,6,1,4,139
2,6,1,5,292
2,6,2,1,0
2,6,2,2,76
2,6,2,4,205
2,6,2,5,233
2,6,2,6,362
2,6,3,0,0
2,6,3,2,28
2,6,3,6,196
2,6,3,7,163
2,6,4,1,11
2,6,4,2,0
2,6,4,4,80
2,6,4,5,202
2,6,4,6,91
2,6,5,1,0
2,6,5,2,0
2,6,5,3,42
2,6,5,4,46
2,6,6,1,0
2,6,6,2,0
2,6,6,3,4
2,6,6,4,28
2,6,6,7,11
2,6,7,0,0
2,6,7,1,0
2,6,7,2,0
2,6,7,3,0
2,6,7,7,0
3,6,0,3,59
3,6,0,5,70
3,6,0,6,59
3,6,1,2,74
3,6,1,4,80
3,6,1,6,35
3,6,2,0,4
3,6,2,2,17
3,6,2,3,59
3,6,2,6,168
3,6,3,1,7
3,6,3,3,118
3,6,3,4,80
3,6,3,5,139
3,6,3,7,48
3,6,4,2,0
3,6,4,4,87
3,6,4,5,139
3,6,4,6,11
3,6,4,7,122
3,6,5,0,0
3,6,5,1,0
3,6,5,2,0
3,6,5,4,35
3,6,5,5,115
3,6,5,6,7
3,6,6,1,0
3,6,6,2,0
3,6,6,3,0
3,6,6,4,7
3,6,7,0,0
3,6,7,1,0
3,6,7,2,0
3,6,7,3,0
3,6,7,5,4
3,6,7,6,13
3,6,7,7,0
4,6,0,2,52
4,6,0,4,76
4,6,0,5,94
4,6,0,6,80
4,6,0,7,87
4,6,1,1,17
4,6,1,2,153
4,6,1,4,307
4,6,1,5,289
4,6,1,7,111
4,6,2,0,7
4,6,2,2,66
4,6,2,4,318
4,6,2,5,143
4,6,2,6,285
4,6,2,7,105
4,6,3,1,13
4,6,3,4,63
4,6,3,5,39
4,6,3,7,74
4,6,4,3,17
4,6,5,2,0
4,6,5,5,59
4,6,5,7,74
4,6,6,2,0
4,6,6,3,0
4,6,6,5,28
4,6,6,6,0
4,6,6,7,11
4,6,7,0,0
4,6,7,1,0
4,6,7,2,0
4,6,7,3,7
4,6,7,4,0
4,6,7,5,0
4,6,7,6,11
4,6,7,7,4
5,6,0,0,13
5,6,0,1,4
5,6,0,3,240
5,6,0,4,63
5,6,0,5,168
5,6,1,0,0
5,6,1,2,42
5,6,1,3,94
5,6,1,4,126
5,6,1,5,178
5,6,1,7,74
5,6,2,2,35
5,6,2,4,83
5,6,2,6,163
5,6,3,0,11
5,6,3,1,0
5,6,3,2,4
5,6,3,5,70
5,6,3,6,133
5,6,3,7,46
5,6,4,1,4
5,6,4,2,0
5,6,4,5,94
5,6,4,6,87
5,6,4,7,146
5,6,5,0,0
5,6,5,1,0
5,6,5,4,13
5,6,5,5,42
5,6,5,7,13
5,6,6,0,0
5,6,6,1,4
5,6,6,3,0
5,6,6,5,4
5,6,7,1,0
5,6,7,3,0
5,6,7,4,0
6,6,0,1,11
6,6,0,4,109
6,6,0,5,163
6,6,0,7,94
6,6,1,0,0
6,6,1,1,4
6,6,1,3,331
6,6,1,4,39
6,6,1,5,74
6,6,1,6,74
6,6,1,7,115
6,6,2,0,0
6,6,2,2,28
6,6,2,4,118
6,6,2,5,115
6,6,2,7,74
6,6,3,0,39
6,6,3,3,70
6,6,3,7,39
6,6,4,3,21
6,6,4,4,17
6,6,4,5,163
6,6,4,6,98
6,6,4,7,170
6,6,5,0,0
6,6,5,1,0
6,6,5,3,7
6,6,5,7,46
6,6,6,1,0
6,6,6,2,0
6,6,6,7,42
6,6,7,3,0
6,6,7,6,0
6,6,7,7,0
7,6,0,2,143
7,6,0,3,35
7,6,0,4,52
7,6,0,5,83
7,6,1,0,0
7,6,1,1,4
7,6,1,3,185
7,6,1,4,21
7,6,1,5,129
7,6,1,6,122
7,6,2,1,0
7,6,2,3,91
7,6,2,4,170
7,6,2,6,181
7,6,3,2,11
7,6,3,5,122
7,6,3,6,196
7,6,4,0,0
7,6,4,2,0
7,6,4,3,11
7,6,4,4,56
7,6,4,5,226
7,6,4,6,213
7,6,5,0,0
7,6,5,1,0
7,6,5,2,0
7,6,5,5,76
7,6,6,1,0
7,6,6,2,0
7,6,6,4,21
7,6,6,7,17
7,6,7,1,0
7,6,7,2,0
7,6,7,5,17
8,6,0,0,7
8,6,0,2,98
8,6,0,3,109
8,6,0,5,109
8,6,0,6,168
8,6,0,7,146
8,6,1,1,4
8,6,1,3,109
8,6,1,4,21
8,6,1,5,98
8,6,1,7,111
8,6,2,0,0
8,6,2,1,4
8,6,2,4,63
8,6,2,6,205
8,6,3,2,7
8,6,4,0,0
8,6,4,2,17
8,6,4,3,11
8,6,4,4,48
8,6,4,7,70
8,6,5,2,13
8,6,5,5,98
8,6,5,7,39
8,6,6,0,0
8,6,6,2,0
8,6,6,3,4
8,6,6,4,13
8,6,6,5,21
8,6,6,6,7
8,6,7,1,0
8,6,7,3,0
8,6,7,4,17
8,6,7,5,7
8,6,7,6,39
9,6,0,1,4
9,6,0,5,105
9,6,0,7,170
9,6,1,0,0
9,6,1,3,170
9,6,1,4,28
9,6,1,5,230
9,6,1,6,168
9,6,1,7,46
9,6,2,1,0
9,6,2,2,4
9,6,2,3,42
9,6,3,0,0
9,6,3,2,70
9,6,3,3,59
9,6,3,6,1189
9,6,3,7,74
9,6,4,1,4
9,6,4,3,70
9,6,4,4,48
9,6,4,5,133
9,6,5,1,0
9,6,5,5,331
9,6,5,6,331
9,6,6,0,0
9,6,6,1,0
9,6,6,2,0
9,6,6,3,0
9,6,6,4,17
9,6,7,4,28
10,6,0,2,24
10,6,1,0,0
10,6,1,6,275
10,6,1,7,163
10,6,2,3,59
10,6,2,4,115
10,6,2,6,934
10,6,2,7,42
10,6,3,2,0
10,6,3,3,31
10,6,3,4,83
10,6,3,5,1094
10,6,3,7,66
10,6,4,0,4
10,6,4,2,0
10,6,4,4,42
10,6,4,6,840
10,6,4,7,56
10,6,5,0,0
10,6,5,2,4
10,6,5,3,13
10,6,5,4,11
10,6,6,0,0
10,6,6,2,0
10,6,6,3,129
10,6,6,4,7
10,6,6,5,56
10,6,6,6,70
10,6,6,7,21
10,6,7,1,0
10,6,7,5,7
10,6,7,6,0
10,6,7,7,11
11,6,0,1,13
11,6,0,3,105
11,6,0,6,499
11,6,1,0,0
11,6,1,1,0
11,6,1,2,66
11,6,1,5,348
11,6,2,0,0
11,6,2,1,0
11,6,2,2,46
11,6,2,5,466
11,6,2,6,1063
11,6,3,0,7
11,6,3,1,35
11,6,3,3,42
11,6,3,4,74
11,6,3,5,686
11,6,3,7,76
11,6,4,1,13
11,6,4,7,135
11,6,5,0,11
11,6,5,2,4
11,6,5,6,470
11,6,6,0,0
11,6,6,7,24
11,6,7,1,0
11,6,7,3,4
11,6,7,4,0
11,6,7,6,0
11,6,7,7,11
12,6,0,1,0
12,6,0,5,348
12,6,1,0,0
12,6,1,2,35
12,6,1,3,76
12,6,1,5,488
12,6,1,6,980
12,6,2,0,0
12,6,2,2,17
12,6,2,4,59
12,6,2,5,499
12,6,2,6,1522
12,6,2,7,150
12,6,3,1,4
12,6,3,2,13
12,6,3,4,56
12,6,3,6,1024
12,6,4,3,91
12,6,4,4,21
12,6,4,7,70
12,6,5,0,0
12,6,5,4,4
12,6,5,6,579
12,6,5,7,48
12,6,6,0,0
12,6,6,1,0
12,6,6,3,17
12,6,6,4,13
12,6,6,5,31
12,6,6,7,21
12,6,7,1,0
12,6,7,2,0
12,6,7,5,7
12,6,7,6,7
13,6,0,1,7
13,6,0,3,83
13,6,0,6,910
13,6,0,7,222
13,6,1,1,4
13,6,1,2,13
13,6,1,4,66
13,6,1,6,867
13,6,2,0,0
13,6,2,2,35
13,6,2,5,606
13,6,2,6,1348
13,6,2,7,87
13,6,3,1,7
13,6,3,2,11
13,6,3,3,118
13,6,3,4,66
13,6,3,5,895
13,6,4,1,11
13,6,4,3,163
13,6,4,6,1041
13,6,5,1,0
13,6,5,4,11
13,6,5,5,98
13,6,5,6,547
13,6,5,7,21
13,6,6,0,0
13,6,6,1,0
13,6,6,3,39
13,6,6,7,0
13,6,7,0,0
13,6,7,2,0
13,6,7,4,7
13,6,7,7,7
14,6,0,0,4
14,6,0,1,0
14,6,0,2,42
14,6,0,6,701
14,6,1,0,4
14,6,1,2,28
14,6,1,3,52
14,6,1,6,777
14,6,1,7,74
14,6,2,2,76
14,6,2,3,74
14,6,2,4,39
14,6,2,7,48
14,6,3,1,7
14,6,3,2,13
14,6,3,3,52
14,6,3,5,233
14,6,3,6,394
14,6,3,7,28
14,6,4,2,0
14,6,4,5,126
14,6,4,6,261
14,6,4,7,52
14,6,5,0,0
14,6,5,5,87
14,6,5,6,163
14,6,6,4,7
14,6,6,6,7
14,6,7,0,0
14,6,7,2,0
14,6,7,4,13
14,6,7,6,11
15,6,0,0,0
15,6,0,2,31
15,6,0,3,42
15,6,0,5,213
15,6,0,6,442
15,6,0,7,48
15,6,1,0,0
15,6,1,2,28
15,6,1,4,28
15,6,1,5,135
15,6,1,6,972
15,6,2,0,4
15,6,2,3,63
15,6,2,5,91
15,6,2,7,28
15,6,3,0,0
15,6,3,1,11
15,6,3,2,7
15,6,3,4,70
15,6,3,6,327
15,6,4,0,4
15,6,4,1,17
15,6,4,3,46
15,6,4,5,129
15,6,4,7,31
15,6,5,2,11
15,6,5,5,24
15,6,5,7,11
15,6,6,0,0
15,6,6,1,0
15,6,6,4,13
15,6,6,6,11
15,6,6,7,17
15,6,7,0,0
15,6,7,2,0
15,6,7,3,0
15,6,7,4,0
15,6,7,5,0
15,6,7,7,4
16,6,0,0,4
16,6,0,1,4
16,6,0,5,42
16,6,0,7,35
16,6,1,0,0
16,6,1,5,74
16,6,1,6,42
16,6,2,0,0
16,6,2,1,4
16,6,2,3,56
16,6,2,6,94
16,6,2,7,28
16,6,3,2,7
16,6,3,4,52
16,6,3,5,115
16,6,3,6,87
16,6,3,7,31
16,6,4,4,35
16,6,5,1,0
16,6,5,2,13
16,6,5,4,7
16,6,5,5,24
16,6,5,7,31
16,6,6,1,0
16,6,6,2,7
16,6,6,3,4
16,6,6,4,4
16,6,6,5,17
16,6,7,1,0
16,6,7,3,0
16,6,7,4,7
16,6,7,6,4
16,6,7,7,4
17,6,0,1,0
17,6,0,2,23
17,6,0,7,23
17,6,1,0,0
17,6,1,1,0
17,6,1,2,11
17,6,1,5,25
17,6,1,6,25
17,6,2,0,0
17,6,2,1,0
17,6,2,2,41
17,6,2,3,37
17,6,2,4,25
17,6,2,5,25
17,6,2,7,37
17,6,3,1,0
17,6,3,3,18
17,6,3,4,37
17,6,3,7,30
17,6,4,0,0
17,6,4,1,4
17,6,4,2,4
17,6,4,3,44
17,6,4,6,32
17,6,4,7,7
17,6,5,1,0
17,6,5,3,7
17,6,5,5,44
17,6,5,7,11
17,6,6,0,0
17,6,6,1,32
17,6,7,2,0
17,6,7,4,18
18,6,0,1,0
18,6,0,3,23
18,6,0,5,37
18,6,0,6,7
18,6,1,1,0
18,6,1,2,11
18,6,1,4,11
18,6,1,6,25
18,6,2,0,0
18,6,2,1,0
18,6,2,3,14
18,6,2,6,62
18,6,3,0,0
18,6,3,1,7
18,6,3,3,18
18,6,3,4,14
18,6,3,5,41
18,6,3,6,37
18,6,4,1,7
18,6,4,2,0
18,6,4,3,69
18,6,4,4,18
18,6,4,5,48
18,6,4,6,23
18,6,4,7,41
18,6,5,0,0
18,6,5,1,4
18,6,5,2,18
18,6,5,5,41
18,6,5,6,0
18,6,6,1,0
18,6,6,4,11
18,6,7,0,0
18,6,7,1,0
18,6,7,3,0
18,6,7,4,25
18,6,7,5,4
19,6,0,3,18
19,6,0,4,4
19,6,0,5,11
19,6,0,6,11
19,6,0,7,14
19,6,1,0,0
19,6,1,2,14
19,6,1,3,23
19,6,1,4,0
19,6,2,1,0
19,6,2,2,14
19,6,2,4,4
19,6,2,6,18
19,6,2,7,7
19,6,3,0,0
19,6,3,1,0
19,6,3,3,51
19,6,3,5,7
19,6,3,6,14
19,6,3,7,4
19,6,4,0,0
19,6,4,1,0
19,6,4,4,11
19,6,4,5,14
19,6,4,6,11
19,6,4,7,18
19,6,5,1,0
19,6,5,3,4
19,6,5,4,11
19,6,5,6,0
19,6,6,3,0
19,6,6,7,0
19,6,7,0,0
19,6,7,1,0
19,6,7,2,0
19,6,7,3,0
19,6,7,4,0
19,6,7,5,7
19,6,7,6,7
19,6,7,7,0
20,6,0,0,0
20,6,0,3,7
20,6,0,4,0
20,6,0,5,4
20,6,0,6,7
20,6,0,7,4
20,6,1,1,0
20,6,1,5,18
20,6,1,7,0
20,6,2,1,0
20,6,2,3,11
20,6,2,4,7
20,6,2,5,7
20,6,2,6,7
20,6,2,7,7
20,6,3,0,0
20,6,3,3,7
20,6,3,5,30
20,6,3,6,30
20,6,4,1,0
20,6,4,3,11
20,6,4,4,7
20,6,4,6,4
20,6,4,7,7
20,6,5,0,0
20,6,5,3,4
20,6,5,4,7
20,6,5,7,4
20,6,6,0,0
20,6,6,1,0
20,6,6,2,0
20,6,6,3,0
20,6,6,4,0
20,6,6,5,0
20,6,6,6,4
20,6,7,1,0
20,6,7,4,0
20,6,7,5,11
20,6,7,6,0
20,6,7,7,0
21,6,0,1,0
21,6,0,2,0
21,6,0,5,0
21,6,0,6,4
21,6,0,7,0
21,6,1,1,0
21,6,1,4,0
21,6,1,6,4
21,6,2,0,0
21,6,2,1,0
21,6,2,2,0
21,6,2,4,4
21,6,2,5,0
21,6,2,6,0
21,6,2,7,0
21,6,3,0,0
21,6,3,1,0
21,6,3,4,0
21,6,3,6,0
21,6,3,7,4
21,6,4,1,0
21,6,4,2,0
21,6,4,3,11
21,6,4,4,0
21,6,4,6,0
21,6,5,4,0
21,6,5,6,0
21,6,5,7,0
21,6,6,0,0
21,6,6,1,0
21,6,6,3,0
21,6,6,4,0
21,6,6,5,0
21,6,6,6,0
21,6,6,7,0
21,6,7,4,0
21,6,7,5,0
21,6,7,7,0
22,6,0,4,0
22,6,0,6,0
22,6,1,1,0
22,6,1,5,0
22,6,1,6,11
22,6,2,0,0
22,6,2,2,0
22,6,2,4,4
22,6,2,6,0
22,6,2,7,0
22,6,3,0,0
22,6,3,1,0
22,6,3,4,4
22,6,3,5,0
22,6,3,6,0
22,6,3,7,0
22,6,4,0,0
22,6,4,1,0
22,6,4,2,0
22,6,4,4,0
22,6,4,7,0
22,6,5,0,0
22,6,5,1,0
22,6,5,3,0
22,6,5,4,11
22,6,5,6,0
22,6,5,7,0
22,6,6,0,0
22,6,6,3,0
22,6,6,4,0
22,6,6,5,0
22,6,7,0,0
22,6,7,1,0
22,6,7,3,0
22,6,7,6,0
23,6,0,0,0
23,6,0,2,0
23,6,0,4,0
23,6,0,5,0
23,6,0,7,4
23,6,1,1,0
23,6,1,3,4
23,6,1,4,0
23,6,2,0,0
23,6,2,1,0
23,6,2,2,0
23,6,2,5,4
23,6,2,6,4
23,6,3,1,0
23,6,3,2,0
23,6,3,4,7
23,6,3,6,4
23,6,4,0,0
23,6,4,1,0
23,6,4,2,0
23,6,4,3,4
23,6,4,4,7
23,6,4,5,0
23,6,4,6,0
23,6,5,0,0
23,6,5,2,0
23,6,5,3,0
23,6,5,4,0
23,6,5,5,0
23,6,5,7,0
23,6,6,0,0
23,6,6,1,0
23,6,6,2,0
23,6,6,3,0
23,6,6,4,0
23,6,6,7,0
23,6,7,3,0
23,6,7,4,14
23,6,7,5,0
23,6,7,6,4
0,7,0,1,0
0,7,0,3,0
0,7,0,4,7
0,7,0,7,4
0,7,1,0,0
0,7,1,1,0
0,7,1,2,0
0,7,1,4,0
0,7,1,6,0
0,7,2,1,0
0,7,2,5,4
0,7,2,7,4
0,7,3,1,0
0,7,3,2,4
0,7,3,4,0
0,7,3,5,11
0,7,3,7,0
0,7,4,0,0
0,7,4,1,4
0,7,4,2,0
0,7,4,3,0
0,7,4,4,4
0,7,4,5,0
0,7,4,7,4
0,7,5,0,0
0,7,5,1,0
0,7,5,2,0
0,7,5,3,7
0,7,5,4,0
0,7,5,7,0
0,7,6,1,0
0,7,6,3,0
0,7,6,4,0
0,7,6,5,0
0,7,6,6,0
0,7,6,7,4
0,7,7,1,0
0,7,7,2,0
0,7,7,3,0
0,7,7,6,0
0,7,7,7,0
1,7,0,0,0
1,7,0,1,7
1,7,0,2,32
1,7,0,3,44
1,7,0,4,7
1,7,0,7,4
1,7,1,0,0
1,7,1,1,0
1,7,1,3,91
1,7,1,4,30
1,7,1,5,55
1,7,1,6,14
1,7,2,0,23
1,7,2,3,11
1,7,2,5,18
1,7,2,6,66
1,7,2,7,14
1,7,3,0,0
1,7,3,2,117
1,7,3,4,23
1,7,3,6,128
1,7,3,7,32
1,7,4,1,14
1,7,4,2,0
1,7,4,3,0
1,7,4,4,25
1,7,4,5,7
1,7,4,6,30
1,7,4,7,51
1,7,5,0,0
1,7,5,2,0
1,7,5,4,4
1,7,5,6,0
1,7,6,2,0
1,7,6,3,0
1,7,6,5,4
1,7,7,0,0
1,7,7,1,0
1,7,7,2,0
1,7,7,4,0
1,7,7,6,0
2,7,0,0,7
2,7,0,4,73
2,7,0,5,158
2,7,0,7,169
2,7,1,1,0
2,7,1,4,55
2,7,1,5,183
2,7,1,6,62
2,7,1,7,69
2,7,2,1,4
2,7,2,3,153
2,7,2,6,297
2,7,2,7,194
2,7,3,0,0
2,7,3,2,37
2,7,3,4,80
2,7,3,7,30
2,7,4,0,0
2,7,4,1,14
2,7,4,2,0
2,7,4,3,37
2,7,4,6,30
2,7,5,0,0
2,7,5,2,7
2,7,5,3,4
2,7,5,4,14
2,7,5,5,263
2,7,5,7,73
2,7,6,0,0
2,7,6,2,0
2,7,6,4,142
2,7,6,6,7
2,7,7,3,0
2,7,7,4,7
3,7,0,1,4
3,7,0,3,44
3,7,0,4,146
3,7,0,6,263
3,7,1,0,0
3,7,1,1,0
3,7,1,2,151
3,7,1,3,114
3,7,1,4,146
3,7,1,6,73
3,7,1,7,121
3,7,2,0,0
3,7,2,2,25
3,7,3,1,0
3,7,3,2,23
3,7,3,3,59
3,7,3,5,238
3,7,3,6,388
3,7,3,7,69
3,7,4,0,0
3,7,4,1,4
3,7,4,2,0
3,7,4,4,55
3,7,4,5,110
3,7,4,7,329
3,7,5,0,0
3,7,5,1,0
3,7,5,2,0
3,7,5,3,7
3,7,5,5,69
3,7,5,6,37
3,7,5,7,153
3,7,6,1,0
3,7,6,2,0
3,7,6,5,11
3,7,6,6,11
3,7,6,7,23
3,7,7,0,0
3,7,7,1,0
3,7,7,2,0
3,7,7,3,0
3,7,7,5,7
3,7,7,6,4
3,7,7,7,4
4,7,0,0,4
4,7,0,1,11
4,7,0,3,215
4,7,0,4,51
4,7,0,6,132
4,7,0,7,114
4,7,1,0,7
4,7,1,2,37
4,7,1,3,91
4,7,1,5,242
4,7,2,0,4
4,7,2,1,0
4,7,2,2,30
4,7,2,3,139
4,7,2,6,238
4,7,2,7,59
4,7,3,0,11
4,7,3,1,0
4,7,3,2,11
4,7,3,4,84
4,7,3,6,110
4,7,3,7,142
4,7,4,0,0
4,7,4,3,7
4,7,4,5,59
4,7,5,0,0
4,7,5,1,0
