time,row,col,demand
566,2,7,100
639,3,2,11
92,1,7,132
217,4,2,0
80,2,0,0
401,1,2,71
232,2,4,29
90,1,5,205
285,3,7,29
207,1,2,93
707,0,6,56
534,4,5,25
246,4,0,0
209,1,1,5
27,2,1,0
375,7,7,22
95,6,6,0
32,5,3,3
43,1,7,444
538,1,1,0
627,4,5,194
343,3,0,0
276,1,6,9
613,1,1,0
291,0,2,0
155,3,1,0
373,4,7,28
250,5,7,5
314,7,4,6
135,5,2,13
505,1,5,167
102,7,6,23
265,2,0,0
410,4,5,294
251,1,7,5
620,3,7,46
484,1,6,59
50,0,0,6
63,5,1,0
426,1,5,87
252,7,1,0
583,4,6,10
149,3,6,0
601,7,0,0
110,3,4,37
191,7,7,4
121,2,7,24
605,0,5,28
608,4,2,0
567,3,5,100
598,6,7,17
514,3,7,0
471,4,7,82
664,6,3,12
149,2,0,0
431,2,4,156
297,7,7,0
605,3,5,75
99,4,2,13
59,7,2,0
96,7,6,13
363,5,7,0
169,1,7,53
136,6,1,0
712,1,1,0
394,4,2,0
320,1,1,16
679,1,5,21
644,3,4,37
692,5,3,0
170,1,3,0
359,3,7,60
117,2,1,13
667,7,7,12
597,7,5,27
319,0,6,0
629,3,6,78
22,4,0,0
208,3,5,88
29,0,1,0
80,6,3,0
343,4,4,0
223,5,6,0
684,3,1,0
228,4,7,13
530,4,4,65
666,2,7,192
55,1,6,6
631,6,3,0
241,6,0,0
448,1,4,20
444,5,3,0
451,1,1,13
232,1,0,0
709,0,4,13
352,7,4,6
97,5,4,6
524,2,6,372
702,7,6,56
139,6,4,13
49,0,0,3
121,7,3,4
388,7,6,7
616,0,7,75
5,1,2,0
663,4,2,0
15,6,5,104
5,3,5,0
109,2,2,17
286,1,4,29
176,3,7,4
204,4,4,282
335,1,6,675
156,1,3,117
633,0,2,0
175,7,2,0
615,0,3,28
338,1,1,6
180,6,1,0
311,0,3,117
347,4,5,17
267,6,4,14
664,7,0,0
672,3,3,140
635,7,6,0
505,3,3,29
587,1,5,10
530,4,7,31
227,1,3,5
639,2,0,0
316,5,5,26
404,7,7,11
339,4,7,17
316,4,5,46
430,5,0,0
174,0,1,0
408,0,1,24
67,7,2,0
144,3,4,37
72,6,5,6
315,0,4,87
302,2,0,0
730,2,1,23
260,1,5,72
576,1,4,88
529,3,7,25
621,3,4,82
44,1,2,46
671,0,3,216
441,2,7,0
624,1,5,194
269,6,7,29
250,2,1,0
420,1,2,51
180,3,2,4
710,4,2,0
104,1,7,13
133,6,1,0
196,6,4,0
573,0,6,587
683,3,3,0
545,0,1,0
525,0,4,152
574,3,2,32
448,3,7,58
253,4,4,44
116,7,3,0
93,5,5,51
195,0,6,36
492,6,2,0
24,6,7,18
381,7,7,22
141,1,2,28
704,1,2,69
286,3,3,84
653,5,0,0
20,1,7,557
655,6,5,12
521,3,7,23
110,0,4,23
328,0,4,93
163,4,5,307
669,2,1,0
389,1,3,37
268,0,2,29
45,5,1,0
275,1,5,32
81,1,5,211
253,2,0,0
529,1,6,200
712,0,5,13
475,0,2,21
190,1,1,0
207,7,4,0
184,4,2,0
375,6,7,85
387,4,3,53
6,1,1,0
730,1,4,154
9,0,4,570
62,6,5,12
92,0,0,6
161,7,1,0
42,4,6,725
619,0,2,18
670,6,4,20
126,0,2,0
144,2,7,37
545,5,3,55
675,7,4,12
523,5,6,114
665,6,5,63
602,5,7,57
332,7,4,0
534,2,7,40
586,4,3,0
447,7,3,0
119,6,0,0
541,3,1,9
479,4,5,172
257,1,2,72
45,7,2,0
684,5,0,0
161,2,2,55
250,7,1,0
392,1,5,0
614,7,2,0
24,2,6,34
11,2,5,263
188,2,7,27
246,4,6,0
631,4,7,0
110,6,3,6
139,2,6,1522
432,3,2,124
671,6,3,39
469,0,4,180
51,1,0,0
185,4,4,15
445,2,4,13
638,0,0,0
438,3,3,13
63,6,4,24
531,1,3,65
473,5,2,8
284,0,1,5
69,5,5,72
406,6,1,0
116,6,4,0
262,6,0,0
710,4,5,0
705,3,2,0
46,4,7,14
373,2,3,220
183,7,5,15
575,4,1,10
124,1,4,4
225,3,6,8
216,0,5,29
454,0,0,0
99,6,0,0
285,2,4,41
338,7,7,0
557,4,3,126
262,4,5,161
329,1,7,87
193,0,6,25
458,2,1,0
625,5,4,49
298,2,2,0
520,5,7,23
700,7,0,0
408,1,3,188
252,3,3,36
158,3,1,4
704,2,3,125
240,5,4,0
336,3,3,125
124,6,1,0
415,7,0,0
358,0,5,605
227,0,0,0
629,7,0,0
271,4,6,0
478,5,6,525
457,7,3,8
165,2,4,59
718,4,5,134
505,3,6,190
9,4,4,71
268,4,5,14
29,5,4,9
691,7,7,0
677,3,0,0
283,1,4,18
539,4,0,0
378,2,0,0
80,4,4,22
516,6,0,0
686,6,5,0
158,4,6,263
458,0,2,34
562,6,4,0
408,4,6,539
22,4,4,36
641,6,1,0
497,3,1,14
320,5,2,0
624,4,0,0
339,0,4,33
361,7,5,0
589,0,4,254
325,2,7,67
193,6,4,16
373,2,2,120
612,2,1,0
723,2,0,0
468,3,1,21
455,2,6,144
683,7,2,0
621,5,6,18
131,6,6,0
310,4,5,123
177,4,7,12
57,1,3,397
474,5,4,13
615,1,0,0
533,4,5,49
327,5,6,123
290,6,7,0
605,5,5,18
686,5,2,0
49,1,6,15
19,6,1,0
541,2,0,0
631,3,1,0
652,2,0,0
545,7,6,0
64,2,1,3
329,4,2,10
254,5,2,0
102,2,7,0
200,5,4,5
1,5,4,8
461,5,0,0
288,4,1,6
245,3,7,0
211,6,2,0
257,1,5,53
133,1,7,115
363,2,3,35
23,2,6,55
345,1,4,0
651,4,7,122
309,5,3,58
228,1,4,0
558,4,1,0
253,0,6,17
53,3,6,0
332,4,0,0
149,1,0,0
286,1,2,52
18,5,5,104
675,4,5,202
208,1,2,56
156,3,0,0
74,0,6,10
618,3,1,28
321,7,4,0
536,1,0,0
391,2,5,11
569,5,6,32
251,5,6,39
731,3,7,132
421,7,7,7
493,3,7,50
89,0,7,85
570,3,4,277
249,6,2,0
416,2,6,7
401,1,5,66
668,4,1,20
201,3,4,0
24,2,5,11
262,2,0,0
664,2,4,172
419,1,2,0
631,6,5,11
291,3,3,0
677,5,2,66
214,5,4,16
279,3,3,32
583,4,2,0
255,1,5,80
31,1,0,0
8,3,3,24
168,2,0,0
247,3,7,0
64,2,2,45
222,6,4,0
232,3,7,21
324,6,6,6
452,5,5,86
536,0,2,0
417,4,6,0
471,1,7,111
446,2,7,33
715,5,4,69
258,0,1,14
323,4,7,0
720,6,1,0
571,7,1,0
717,7,3,0
48,1,4,9
655,7,6,12
119,0,4,54
120,0,5,17
336,2,0,6
596,1,0,0
513,4,6,0
354,4,2,0
483,0,3,50
499,4,5,95
616,3,6,46
394,0,1,0
259,4,1,5
132,3,6,133
671,3,3,102
125,4,2,0
213,7,7,12
25,2,6,20
58,3,5,120
373,1,0,0
647,7,1,0
388,0,6,101
681,1,7,0
554,7,7,10
728,1,5,1806
267,4,5,38
559,2,3,16
31,3,1,6
287,6,2,0
228,7,7,0
546,2,2,209
105,4,6,20
644,6,2,0
301,3,3,368
533,6,5,25
674,0,1,0
111,5,2,0
398,1,0,0
34,1,0,32
218,2,4,16
274,4,3,56
493,2,1,0
445,4,5,25
729,2,6,1262
437,6,5,0
252,6,0,0
120,4,4,42
19,5,6,374
505,4,2,0
695,3,7,66
719,6,1,0
711,5,0,0
728,2,2,731
48,1,2,34
512,3,0,0
440,1,3,13
688,1,2,342
710,5,5,13
469,7,2,0
5,0,6,0
218,0,6,93
574,6,2,10
127,3,7,0
524,6,6,53
583,6,1,0
452,1,6,45
290,5,2,0
396,7,4,0
726,5,7,458
362,3,2,17
132,1,4,126
356,0,3,141
62,0,4,105
11,4,2,3
401,7,3,7
476,2,5,215
606,7,7,36
400,1,3,101
141,4,7,52
357,6,3,21
617,7,4,0
296,7,7,0
124,3,0,0
648,4,3,192
325,6,5,10
608,2,1,0
394,1,4,18
241,4,3,44
177,4,4,4
327,0,1,10
421,1,3,101
147,3,5,30
13,1,4,96
639,6,0,0
629,1,7,30
44,5,4,6
505,7,1,0
98,7,2,0
255,7,4,5
69,1,1,0
355,6,4,6
272,3,2,23
22,1,3,36
276,7,1,0
490,7,2,0
391,7,7,0
202,1,2,25
671,4,6,713
294,3,0,0
40,0,2,54
490,2,1,0
165,2,5,1105
326,4,5,51
591,0,6,105
485,6,5,22
141,4,5,126
396,6,4,0
384,4,7,37
410,4,1,0
356,2,7,60
348,3,2,6
662,5,7,12
337,5,0,0
198,5,2,0
572,1,7,345
511,3,4,9
178,1,6,15
622,6,4,57
30,0,7,3
523,0,1,85
268,2,4,29
182,0,7,12
228,7,5,21
107,4,2,0
714,4,2,0
528,5,7,31
146,5,3,4
729,6,6,45
556,1,6,42
457,2,7,42
478,2,0,0
540,7,7,0
312,3,3,119
197,2,3,8
25,5,5,14
418,2,7,0
128,2,3,94
100,3,0,0
670,6,3,63
298,7,1,0
232,2,3,8
682,3,2,0
107,6,3,4
382,0,2,28
402,7,5,7
464,3,3,8
102,1,1,0
463,6,4,0
653,3,3,39
549,4,6,624
170,4,0,0
243,5,0,0
28,4,3,14
579,6,1,0
544,7,7,9
334,1,4,51
656,6,3,0
709,0,5,13
593,3,7,88
283,4,5,70
663,7,6,63
539,2,0,0
681,7,2,0
414,6,5,7
117,6,6,10
662,4,6,71
707,2,5,91
209,2,3,56
226,3,1,0
61,1,5,132
523,2,1,0
341,0,7,21
718,0,2,69
276,3,7,32
221,1,1,0
413,7,6,19
408,1,0,7
340,2,1,0
19,7,6,79
499,1,3,81
118,1,6,29
582,7,1,0
224,3,2,0
405,7,6,11
620,0,6,64
433,0,4,91
118,6,0,0
615,6,1,0
280,4,4,9
450,1,6,20
383,3,3,92
240,2,1,0
6,2,2,0
530,3,6,230
414,7,2,0
370,1,3,0
666,6,3,521
572,2,7,177
446,1,0,0
442,2,2,0
598,2,7,159
638,4,3,134
1,1,3,3
144,4,0,0
722,5,7,222
147,5,0,0
18,4,7,33
76,4,1,0
269,6,5,0
711,4,1,0
276,2,6,18
524,0,5,161
212,0,4,56
120,1,5,17
25,3,0,6
426,0,4,75
185,0,4,19
104,3,2,0
233,5,1,0
281,7,4,29
712,7,2,0
249,2,1,0
111,3,1,0
268,7,5,0
507,5,1,0
704,4,3,225
325,3,0,0
494,2,7,86
187,0,1,0
91,6,6,6
461,1,5,34
383,4,4,103
264,3,3,32
118,0,6,66
483,7,4,8
339,2,2,64
255,0,1,14
434,0,1,13
514,5,0,0
581,4,7,54
695,5,6,41
5,5,1,0
21,2,0,0
224,1,3,5
174,0,4,7
584,5,1,0
73,6,3,6
75,2,6,6
703,4,5,246
431,7,3,12
214,3,2,33
167,2,3,80
137,0,3,98
413,5,5,63
367,1,2,0
715,4,6,35
140,2,2,35
23,7,0,0
112,4,3,10
229,2,6,26
450,6,7,20
218,2,7,26
125,4,1,0
384,4,3,268
379,1,4,153
165,7,3,0
664,7,5,0
231,5,1,0
450,7,1,0
714,4,3,13
675,6,6,12
72,4,2,0
379,0,3,63
553,0,6,561
298,0,1,0
69,4,3,171
721,7,0,0
120,6,3,4
79,0,2,0
622,6,1,0
713,2,4,0
135,2,2,70
626,6,1,0
57,3,0,0
169,7,6,15
726,5,5,849
719,3,2,56
4,1,6,14
332,2,2,10
18,5,1,3
174,4,3,7
108,3,4,0
471,7,5,0
414,3,2,12
265,3,5,75
532,2,1,0
432,1,2,131
255,1,4,44
416,4,1,0
693,1,0,0
274,3,0,0
424,5,5,43
109,0,6,27
674,2,5,288
172,4,0,0
621,7,7,0
380,1,2,142
559,7,2,0
258,7,7,9
248,5,0,0
564,0,5,0
221,1,4,5
215,3,6,85
245,1,4,0
204,6,6,0
562,1,1,0
669,5,7,141
490,6,6,22
526,0,3,161
145,4,6,23
408,5,7,87
107,5,5,4
22,1,0,0
593,6,2,17
336,5,5,98
561,7,7,0
708,1,1,13
649,0,3,122
562,0,5,0
113,1,2,20
726,1,0,0
39,2,6,276
626,4,0,0
269,0,2,0
78,1,4,10
332,1,1,0
148,1,0,0
665,2,3,325
390,5,3,18
31,0,6,0
148,7,5,0
3,7,7,0
627,6,6,37
421,5,7,39
16,1,0,0
147,0,7,4
262,5,0,0
378,0,1,11
626,7,4,0
165,3,0,0
297,6,0,0
644,3,0,19
165,2,2,7
301,6,6,196
606,3,0,0
490,4,7,0
194,7,4,0
497,6,3,22
355,5,7,17
296,1,4,0
164,4,6,1434
264,1,5,117
336,6,4,6
246,3,4,0
40,2,1,0
211,4,7,137
634,4,5,19
448,0,2,8
71,2,0,3
653,2,4,82
215,7,3,0
500,3,2,14
130,2,3,59
610,4,0,0
23,2,4,30
55,4,4,3
559,4,2,116
454,3,3,58
481,6,3,0
3,3,1,8
220,4,4,16
305,1,7,58
231,3,5,29
574,6,3,10
543,6,4,15
323,2,4,6
388,5,7,11
166,7,3,7
561,5,5,10
623,4,1,57
131,5,7,74
69,2,7,169
134,2,6,181
647,0,4,127
618,2,1,11
466,1,7,0
34,3,7,149
679,6,2,0
595,6,2,0
726,0,5,1992
253,6,0,0
452,7,2,0
432,0,7,190
63,4,4,190
389,0,3,41
112,1,5,13
308,1,5,83
585,4,5,27
438,3,6,33
182,1,1,0
238,0,1,0
216,7,5,8
346,1,5,6
633,2,5,0
480,3,7,72
649,2,0,0
661,1,7,133
34,6,2,0
143,2,6,94
306,6,6,6
259,5,3,5
467,5,4,8
709,7,7,0
440,2,5,0
699,7,3,0
148,0,5,0
655,0,5,12
233,3,1,5
189,1,4,15
74,2,5,38
539,3,3,0
62,0,6,186
480,3,3,81
2,7,3,0
695,2,1,0
280,4,0,5
581,5,6,17
567,3,1,16
425,3,7,106
471,0,6,146
696,1,1,13
288,4,7,55
303,6,6,40
58,1,5,681
483,6,1,0
708,5,3,0
266,0,3,23
155,4,0,0
706,2,4,147
463,7,2,0
503,5,1,0
248,5,2,0
434,2,1,0
65,4,1,51
390,2,4,11
678,4,4,74
582,5,1,0
671,6,0,0
721,0,3,222
142,1,6,972
451,2,4,53
309,3,6,117
583,3,0,0
51,1,1,0
27,7,5,3
142,0,7,48
405,7,5,18
324,2,3,10
419,7,6,7
289,0,6,25
228,2,5,21
272,7,1,0
339,4,6,91
352,0,1,10
121,2,0,0
199,7,5,0
372,2,7,46
78,3,3,6
479,3,6,393
360,7,2,0
137,3,3,31
117,5,6,6
182,7,3,7
110,2,0,0
118,3,0,0
309,7,7,6
94,4,4,28
628,1,1,0
109,7,3,6
258,1,3,44
36,1,0,11
223,4,1,0
712,7,1,0
351,2,4,129
708,5,4,0
387,5,1,0
127,3,0,0
359,1,6,994
10,7,3,3
359,1,7,222
12,3,2,3
216,2,7,29
440,2,7,13
387,1,6,78
404,5,4,30
541,1,1,15
652,4,1,0
115,6,7,13
689,6,7,0
260,6,5,17
470,2,0,0
377,7,1,0
54,5,6,3
707,7,4,13
316,4,7,20
264,2,0,0
690,0,7,0
259,1,6,31
199,2,6,0
182,5,1,0
163,2,4,51
362,5,1,0
590,2,7,247
582,1,4,10
197,1,6,8
412,7,0,0
635,7,1,0
119,3,2,0
612,3,7,11
419,5,2,0
509,5,4,29
627,5,3,11
109,7,1,0
384,1,3,108
357,0,0,6
423,5,0,0
721,1,6,340
209,0,0,28
468,1,1,21
166,1,7,933
712,4,2,0
459,4,7,27
28,4,1,3
191,0,7,24
531,2,4,80
609,6,7,0
590,0,1,10
113,4,1,0
508,6,4,0
283,7,0,0
637,5,7,19
542,0,2,15
534,1,6,15
314,4,6,93
413,5,3,0
349,3,0,0
318,5,0,0
109,5,0,0
264,7,6,5
96,7,1,0
605,7,6,28
394,3,5,0
415,5,3,19
500,2,2,28
152,0,1,7
75,1,6,0
121,5,1,4
75,0,1,0
472,7,4,0
463,6,0,0
166,4,7,80
133,2,5,115
250,3,0,0
621,1,4,75
61,0,6,295
318,5,1,0
593,4,0,17
599,1,0,10
227,4,7,0
675,2,5,119
135,6,3,4
415,6,5,0
336,5,7,64
537,2,5,0
544,4,7,215
618,4,7,92
405,0,5,280
261,1,6,50
524,7,2,0
219,0,2,5
481,5,3,8
261,6,4,14
582,1,0,0
428,7,3,0
718,7,3,0
397,1,2,53
468,7,5,21
586,2,3,27
691,4,3,0
206,6,5,16
543,7,2,0
9,3,5,118
405,5,7,112
326,3,6,71
677,0,6,86
557,5,3,10
653,3,2,12
698,6,6,112
10,6,6,147
480,7,1,0
626,6,3,0
509,6,0,0
223,5,3,0
340,3,1,6
699,6,1,0
640,2,0,0
65,1,1,12
147,0,4,0
577,7,4,0
596,1,4,71
583,2,7,0
192,6,1,12
552,7,2,42
545,3,1,25
157,7,2,0
251,2,3,72
71,3,4,12
295,4,0,0
487,2,4,14
293,5,0,0
250,0,0,0
678,7,4,0
531,3,5,215
381,6,6,22
281,5,4,23
218,0,5,13
411,0,4,55
712,6,2,0
502,5,4,45
201,3,5,0
521,2,3,152
357,7,5,10
109,2,4,6
651,2,5,114
517,5,1,0
434,3,2,20
703,2,7,134
48,3,5,69
531,0,5,135
129,6,2,0
365,6,3,7
1,2,4,8
311,4,2,0
654,7,3,20
559,0,5,16
648,6,3,0
286,4,0,9
676,1,0,0
401,0,4,53
626,2,7,127
274,7,3,0
360,2,6,1242
54,5,4,0
503,1,1,22
563,6,2,0
407,3,6,715
631,3,2,0
386,4,3,66
320,3,0,0
183,1,2,15
91,3,1,19
595,5,3,0
715,2,6,203
404,4,1,71
704,3,3,22
163,5,0,0
116,2,1,0
430,2,5,168
630,6,7,37
659,1,5,0
503,7,5,0
432,4,2,0
133,4,4,17
577,0,7,362
497,2,4,50
413,7,2,0
515,5,3,0
495,5,6,8
16,5,2,3
95,5,6,16
542,6,5,129
228,6,7,5
289,5,3,0
727,2,6,3540
151,4,3,0
707,7,6,13
127,5,6,0
185,2,7,27
354,4,4,37
513,1,0,0
426,0,6,188
376,1,2,39
619,1,5,57
535,4,3,40
68,2,4,135
419,1,0,0
508,7,3,9
646,7,4,0
221,6,5,0
295,4,7,6
401,7,4,7
620,5,2,11
435,5,3,20
271,0,7,0
682,7,1,0
92,1,5,196
83,0,4,344
517,3,1,9
570,4,4,68
17,4,5,87
589,7,6,34
116,3,0,0
349,1,5,125
381,0,4,96
392,4,1,0
441,6,2,0
711,6,4,0
81,6,5,28
169,5,7,15
465,2,5,0
484,6,7,14
281,6,7,5
373,5,5,85
722,5,5,517
518,7,7,0
236,5,1,8
686,3,4,0
729,0,4,191
434,3,0,0
325,3,2,26
603,5,4,64
409,3,4,75
311,3,4,92
133,1,3,331
375,2,1,7
503,0,3,254
152,2,3,11
351,6,4,6
154,5,5,69
530,7,4,0
573,3,7,74
555,5,6,32
436,3,0,0
266,1,3,41
222,1,1,0
276,4,7,5
617,7,2,0
541,4,0,0
299,5,2,0
667,4,6,122
301,5,7,25
694,3,7,86
433,1,6,20
346,6,7,0
375,3,6,107
55,0,2,15
462,5,4,8
609,5,0,0
460,1,2,48
703,2,3,56
631,4,6,19
200,4,7,0
251,6,4,0
311,2,5,270
222,7,2,0
580,7,5,17
502,2,3,117
527,4,3,85
118,7,1,0
35,4,0,3
248,3,7,9
380,0,4,103
726,6,1,0
194,5,1,0
646,4,2,0
224,1,0,0
122,5,2,11
537,1,3,0
493,6,3,0
206,0,6,109
17,2,6,660
536,1,7,9
20,4,2,0
115,5,6,20
143,7,4,7
35,4,6,54
630,1,3,78
145,5,2,18
317,2,1,0
39,5,6,92
204,4,2,0
9,2,0,0
102,2,5,4
362,0,5,92
709,3,6,22
585,1,0,0
666,2,6,682
399,7,0,0
419,7,4,0
437,3,1,0
128,7,7,0
596,0,3,122
322,2,3,0
256,3,7,39
147,5,7,4
176,1,2,0
297,1,6,6
681,3,1,0
435,3,0,0
156,4,3,4
330,4,0,6
426,6,5,24
530,6,4,25
697,7,4,0
321,7,5,0
68,4,7,130
20,4,7,60
504,1,5,275
304,5,5,117
588,7,2,0
366,1,7,39
189,7,7,19
145,3,3,18
526,2,0,15
428,7,2,19
288,4,3,113
646,6,6,37
597,1,7,176
497,2,2,72
5,0,5,0
610,1,0,0
551,0,4,95
187,1,6,19
214,4,7,16
387,4,0,0
566,1,5,219
65,4,3,30
640,5,4,30
574,2,4,303
156,6,3,0
433,6,1,25
722,0,7,390
653,5,2,0
288,5,4,0
665,4,7,12
366,0,6,11
54,4,3,0
218,3,5,50
337,2,4,125
481,3,0,0
493,0,7,100
418,1,2,0
535,6,3,0
322,1,2,0
261,3,4,62
444,6,4,0
26,5,4,0
348,4,7,27
722,7,3,0
77,4,2,4
367,3,0,0
311,7,7,25
146,1,0,0
551,7,3,0
31,1,3,3
690,6,6,0
277,2,4,14
500,1,4,59
645,3,0,0
153,2,7,194
292,0,5,19
159,5,2,32
298,0,5,0
243,5,2,5
355,1,3,48
641,7,4,0
163,6,2,4
155,6,3,7
49,2,1,0
140,2,7,87
569,2,5,100
404,2,7,23
183,7,7,0
452,0,1,8
225,2,4,0
58,4,4,154
646,0,1,0
267,6,1,0
451,1,4,73
593,3,0,0
195,2,1,0
13,1,1,5
260,3,6,231
12,1,5,276
305,7,7,9
532,1,0,0
95,1,0,10
676,0,0,0
109,1,6,23
88,4,3,16
208,0,5,68
366,0,0,0
299,4,0,0
26,5,6,0
91,5,2,16
691,1,4,0
592,1,1,34
661,4,5,71
502,3,0,0
699,1,5,294
82,4,2,0
112,5,5,13
695,7,3,12
243,5,6,17
169,4,6,7
415,4,2,7
390,5,0,0
47,3,0,0
468,0,2,21
292,6,6,19
220,1,2,13
385,5,0,0
249,0,1,0
508,0,7,53
48,5,3,6
302,0,6,79
378,2,7,107
339,4,2,0
280,2,6,14
162,3,5,581
306,0,0,0
461,4,5,34
300,2,2,58
638,5,4,19
10,7,5,3
21,3,4,51
156,6,7,23
329,0,3,57
85,1,0,4
307,0,2,43
338,7,4,0
554,6,7,16
399,1,4,60
164,4,7,270
696,7,2,0
239,7,1,0
631,2,3,30
316,1,0,6
322,6,6,6
410,7,1,0
441,3,0,0
174,4,1,0
671,7,7,20
19,4,0,14
631,5,2,0
709,3,4,0
439,1,6,0
121,0,6,21
611,4,4,36
553,0,4,58
455,6,4,45
423,2,7,101
57,3,6,226
66,2,1,12
137,6,5,56
284,6,7,14
647,0,0,67
445,0,1,0
564,6,4,0
94,2,0,0
259,2,0,5
64,2,7,169
659,4,0,0
614,5,5,36
288,1,6,19
154,6,5,11
717,2,5,268
463,0,1,0
272,2,0,0
403,7,4,37
505,0,2,53
68,6,5,96
78,6,7,0
89,1,5,209
120,3,7,28
469,0,1,0
415,2,6,24
4,4,0,0
483,6,6,0
54,1,7,0
441,2,3,0
15,7,4,24
730,7,4,36
215,7,4,5
723,0,6,1688
398,0,1,7
331,7,7,6
135,7,3,0
39,7,4,3
478,2,7,96
186,1,5,24
452,3,4,33
230,0,7,8
260,6,4,22
277,0,4,0
295,6,2,0
24,1,3,14
600,4,4,295
183,5,6,7
184,1,0,0
8,0,1,3
633,4,2,0
270,0,3,0
25,4,7,6
19,0,5,642
427,2,7,39
106,6,7,0
672,3,0,0
45,0,3,63
528,1,5,190
377,7,0,0
376,3,6,159
432,1,5,164
97,7,7,6
211,4,6,408
480,3,4,109
472,1,4,125
520,2,2,53
426,4,0,7
616,2,5,28
495,3,6,137
592,6,4,0
303,3,4,79
509,0,5,53
98,5,3,4
139,6,3,17
445,0,3,20
642,6,5,30
117,0,5,27
580,6,1,0
351,6,5,33
364,0,1,0
666,5,7,63
96,5,0,0
595,3,1,17
328,4,2,0
263,5,0,0
724,1,5,1017
378,2,5,103
485,5,6,14
540,0,7,25
166,1,0,0
469,1,0,13
47,1,7,34
338,6,0,0
618,3,3,82
374,1,6,57
356,5,1,0
279,4,1,9
272,1,5,0
24,1,5,34
489,0,2,0
23,4,6,36
12,6,1,0
96,4,6,20
290,1,4,0
282,0,0,0
138,3,7,76
661,1,1,12
123,4,4,4
425,4,0,0
396,0,6,11
594,5,0,0
147,1,1,0
246,3,3,5
524,6,3,38
102,1,0,0
10,3,1,5
317,3,1,0
181,2,4,4
608,6,6,0
125,3,4,0
722,3,1,36
42,7,7,3
240,0,1,17
216,6,0,0
392,4,0,0
375,7,5,0
425,4,1,12
575,5,7,152
37,2,0,0
338,5,3,33
462,0,1,8
185,7,7,0
95,2,2,26
141,3,7,28
607,3,2,0
372,2,4,22
344,4,6,6
298,2,6,0
167,7,2,0
299,0,7,15
82,5,1,0
666,1,6,368
403,5,4,23
368,4,6,7
450,5,5,8
415,0,3,24
559,1,0,0
269,3,5,14
336,7,4,10
682,5,1,0
339,0,0,6
151,3,1,0
9,3,0,0
429,2,1,7
433,2,7,270
539,3,1,0
472,2,6,207
54,2,0,0
424,4,3,12
487,0,4,8
313,3,5,148
296,1,1,0
28,3,0,20
596,1,5,132
467,0,6,0
43,5,4,298
545,1,4,104
322,6,5,32
704,5,3,35
303,1,1,19
282,0,1,9
587,0,7,17
188,3,7,31
64,1,0,0
176,5,5,0
231,7,5,0
68,5,2,3
704,5,4,43
654,7,1,0
247,3,5,0
468,4,6,34
27,6,2,0
533,7,4,9
26,6,1,0
178,6,3,0
564,6,1,0
467,3,3,8
519,0,6,219
595,1,2,122
227,3,1,0
685,0,6,128
188,7,0,0
62,0,0,34
348,3,0,0
676,6,0,0
30,7,3,0
70,4,3,69
343,4,2,0
563,4,4,16
677,0,3,33
178,4,2,0
179,6,5,0
360,0,3,210
353,3,5,156
372,1,5,11
163,6,3,11
518,7,3,0
50,1,4,19
173,6,5,0
603,3,2,75
422,3,0,0
601,2,2,110
108,3,5,13
20,7,7,36
271,3,5,5
657,2,6,31
661,3,2,20
701,0,7,787
401,2,6,138
378,2,6,199
373,1,7,181
632,5,0,0
351,4,3,37
425,6,1,0
670,2,7,172
415,2,2,12
254,6,5,62
521,3,3,252
189,5,0,0
38,3,6,95
373,7,0,0
682,2,4,21
722,0,0,0
175,4,1,0
516,7,0,0
251,0,4,9
555,3,7,74
303,5,7,6
178,4,5,0
102,7,1,0
651,4,1,0
275,6,4,0
85,7,3,60
478,0,7,138
724,5,5,508
446,0,7,13
395,4,4,11
227,7,5,13
646,5,5,49
575,0,2,94
417,5,1,0
19,6,2,14
555,2,0,0
263,3,7,80
411,6,0,0
353,1,0,0
79,7,6,0
64,1,4,75
590,7,7,10
145,0,3,23
726,4,5,2146
459,0,0,0
621,3,1,18
74,2,0,0
86,1,5,604
658,2,7,20
307,7,4,0
193,5,6,5
289,0,1,6
498,7,5,22
308,1,2,55
539,0,1,0
271,1,4,0
270,4,3,18
471,4,5,82
440,4,2,0
405,0,7,484
629,2,6,49
255,0,4,14
516,0,3,53
335,5,7,26
719,3,0,0
75,2,2,4
393,2,2,0
730,5,1,0
247,1,2,0
254,2,2,31
567,6,2,0
309,7,3,0
697,1,7,125
487,7,0,0
93,2,4,89
101,0,3,0
11,3,1,5
573,0,7,219
239,2,6,34
568,3,0,0
560,0,0,0
630,2,2,0
2,6,1,0
535,4,0,0
24,3,4,25
602,2,1,0
420,6,6,7
47,5,6,43
323,4,2,0
393,6,7,0
279,4,5,41
151,0,1,0
616,5,6,18
557,3,6,110
496,5,1,0
165,6,4,7
429,0,5,125
556,7,7,10
105,7,5,10
66,4,7,397
134,2,3,91
95,5,7,26
682,2,5,21
626,0,6,49
669,2,0,31
277,2,0,0
298,3,0,0
136,1,3,170
302,0,5,40
415,2,3,12
701,6,6,134
469,7,6,0
376,5,1,0
282,0,3,29
430,0,1,63
217,3,5,50
587,0,4,10
501,2,1,8
604,2,7,128
415,5,0,0
502,7,6,95
80,6,2,0
495,5,2,8
560,4,7,52
180,7,1,0
613,4,1,0
660,6,1,0
178,3,5,15
290,7,7,0
713,2,7,13
223,2,0,0
624,1,6,67
304,7,4,6
186,0,7,24
393,7,7,0
